Account_Seq_Number__c,Id,Renewal_Mode__c,Account_Name__c,ContractNumber,StartDate,EndDate,SBQQ__RenewalOpportunity__c,SBQQ__RenewalOpportunity__r.Name,SBQQ__RenewalOpportunity__r.StageName
8972532-0,800Do000000xCo5IAE,Manual,E G Coatings LLC,7037439,2022-10-01,2024-09-30,006Do000002QbRyIAK,2024 - E G Coatings LLC - Renewal,Discovery
8972544-0,800Do000000xCo6IAE,Manual,All Clean Property,7037440,2022-10-01,2024-09-30,006Do000002Qbq7IAC,2024 - All Clean Property - Renewal,Discovery
897261-0,800Do000000xCo7IAE,Manual,American Floorworks LLC,7037441,2021-09-01,2023-08-31,006Do000002Qbm2IAC,2023 - American Floorworks LLC - Renewal,Discovery
8972636-0,800Do000000xCo8IAE,Manual,Big Boy Steel LLC,7037442,2022-10-01,2023-09-30,006Do000002QbcQIAS,2023 - Big Boy Steel LLC - Renewal,Discovery
8972965-0,800Do000000xCo9IAE,Manual,Reese's Protective Services LLC,7037443,2022-10-01,2023-09-30,006Do000002Qbp9IAC,2023 - Reese's Protective Services LLC - Renewal,Discovery
8972979-0,800Do000000xCoAIAU,Auto,JJ Freemann Construction & Painting LLC,7037444,2023-02-01,2024-01-31,006Do000002QbXVIA0,2024 - JJ Freemann Construction & Painting LLC - Renewal,Discovery
8972988-0,800Do000000xCoBIAU,Manual,Lovely K's Janitorial and Cleaning Services LLC,7037445,2022-10-01,2024-09-30,006Do000002QbeQIAS,2024 - Lovely K's Janitorial and Cleaning Services LLC - Renewal,Discovery
8973373-0,800Do000000xCoCIAU,Manual,MSPK Construction LLC,7037446,2022-10-01,2023-09-30,006Do000002QbqQIAS,2023 - MSPK Construction LLC - Renewal,Discovery
8973798-0,800Do000000xCoDIAU,Manual,Big Sky Finishes,7037447,2022-10-01,2023-09-30,006Do000002QbY5IAK,2023 - Big Sky Finishes - Renewal,Discovery
8973799-0,800Do000000xCoEIAU,Manual,"Pruter Construction, Inc.",7037448,2022-10-01,2023-09-30,006Do000002QbdhIAC,"2023 - Pruter Construction, Inc. - Renewal",Discovery
8974212-0,800Do000000xCoFIAU,Manual,"Solary's Insulation, LLC",7037449,2022-10-01,2023-09-30,006Do000002QbqVIAS,"2023 - Solary's Insulation, LLC - Renewal",Discovery
8974216-0,800Do000000xCoGIAU,Manual,Brush Hour Paint,7037450,2022-10-01,2024-09-30,006Do000002QbbUIAS,2024 - Brush Hour Paint - Renewal,Discovery
8974242-0,800Do000000xCoHIAU,Manual,RRM Landscaping Garden Maintenance,7037451,2022-10-01,2023-09-30,006Do000002QaroIAC,2023 - RRM Landscaping Garden Maintenance - Renewal,Discovery
8975417-0,800Do000000xCoIIAU,Manual,CNY Iron,7037452,2022-10-01,2024-09-30,006Do000002QbqfIAC,2024 - CNY Iron - Renewal,Discovery
8975446-0,800Do000000xCoJIAU,Manual,Precision Site Control,7037453,2022-10-01,2024-09-30,006Do000002Qb7wIAC,2024 - Precision Site Control - Renewal,Discovery
8976642-0,800Do000000xCoKIAU,Auto,Black Label,7037454,2022-11-01,2024-10-31,006Do000002QbqkIAC,2024 - Black Label - Renewal,Discovery
8976656-0,800Do000000xCoLIAU,Auto,USA Painting And Cleaning,7037455,2022-11-01,2023-10-31,006Do000002Qbr4IAC,2023 - USA Painting And Cleaning - Renewal,Discovery
8977358-0,800Do000000xCoMIAU,Auto,Velociti Services,7037456,2022-11-01,2024-10-31,006Do000002QbqpIAC,2024 - Velociti Services - Renewal,Discovery
8977383-0,800Do000000xCoNIAU,Auto,A-Frame Contractors LLC,7037457,2022-11-01,2023-10-31,006Do000002QbjWIAS,2023 - A-Frame Contractors LLC - Renewal,Discovery
8977573-0,800Do000000xCoOIAU,Auto,Alma's Interior Solutions,7037458,2023-02-01,2024-01-31,006Do000002QbfUIAS,2024 - Alma's Interior Solutions - Renewal,Discovery
8977741-0,800Do000000xCoPIAU,Auto,Aqua Pool Builders LLC,7037459,2022-11-01,2023-10-31,006Do000002QbqgIAC,2023 - Aqua Pool Builders LLC - Renewal,Discovery
8978666-0,800Do000000xCoQIAU,Auto,"John's Asphalt & Seal Coating, Inc.",7037460,2022-11-01,2023-10-31,006Do000002QbquIAC,"2023 - John's Asphalt & Seal Coating, Inc. - Renewal",Discovery
8979009-0,800Do000000xCoRIAU,Auto,R&A Best Construction LLC,7037461,2022-11-01,2024-10-31,006Do000002QbeuIAC,2024 - R&A Best Construction LLC - Renewal,Discovery
8979457-0,800Do000000xCoSIAU,Auto,Northern Electrical Solutions,7037462,2022-11-01,2023-10-31,006Do000002Qbn9IAC,2023 - Northern Electrical Solutions - Renewal,Discovery
8983349-0,800Do000000xCoTIAU,Auto,The CEO Painter LLC,7037463,2022-12-01,2023-11-30,006Do000002QbgbIAC,2023 - The CEO Painter LLC - Renewal,Discovery
8984930-0,800Do000000xCoUIAU,Auto,Texas Staffing Solutions,7037464,2023-02-01,2024-01-31,0063i00000FQk6vAAD,Texas Staffing Solutions - 12/5/2022,Closed Won
8986547-0,800Do000000xCoVIAU,Auto,QualiTeam LLC,7037465,2022-11-01,2023-10-31,006Do000002QbncIAC,2023 - QualiTeam LLC - Renewal,Discovery
8986552-0,800Do000000xCoWIAU,Auto,"Epic Roofing Contractors, LLC",7037466,2022-11-01,2023-10-31,006Do000002QYesIAG,"2023 - Epic Roofing Contractors, LLC - Renewal",Discovery
8986576-0,800Do000000xCoXIAU,Auto,MG Cleaning LLC,7037467,2023-02-01,2024-01-31,006Do000002QbV1IAK,2024 - MG Cleaning LLC - Renewal,Discovery
8987015-0,800Do000000xCoYIAU,Auto,NLH Refurbishing,7037468,2022-11-01,2024-10-31,006Do000002QblJIAS,2024 - NLH Refurbishing - Renewal,Discovery
8987023-0,800Do000000xCoZIAU,Auto,DLV Roofing Dallas,7037469,2022-11-01,2023-10-31,006Do000002QbdnIAC,2023 - DLV Roofing Dallas - Renewal,Discovery
121881-0,800Do000000xCrVIAU,Manual,Professional Glass,7037681,2022-02-01,2024-01-31,,,
122439-0,800Do000000xCrWIAU,Manual,Able Iron Works,7037682,2021-04-01,2023-03-31,0063i00000JpUlIAAV,2023-Able Iron Works- BB Renewal,Closed Won
1224521-0,800Do000000xCs1IAE,Manual,Supreme Window,7037683,2022-01-01,2023-12-31,,,
1224657-0,800Do000000xCs2IAE,Manual,"Terrell Glass & Mirror, Inc.",7037684,2021-07-01,2023-06-30,0063i00000JpV8fAAF,"2023-Terrell Glass & Mirror, Inc.- BB Renewal",Solution/Value
1225921-0,800Do000000xCs3IAE,Manual,"Moura's Cleaning Service, Inc.",7037685,2022-08-01,2024-07-31,006Do000002QXK4IAO,"2024 - Moura's Cleaning Service, Inc. - Renewal",Discovery
1226960-0,800Do000000xCs4IAE,Auto,Plumb Right Plumbing,7037686,2022-12-01,2024-11-30,006Do000002QWJ4IAO,2024 - Plumb Right Plumbing - Renewal,Discovery
1230871-0,800Do000000xCs5IAE,Auto,MoonLight Mechanical,7037687,2023-01-01,2024-12-31,006Do000002QXK9IAO,2025 - MoonLight Mechanical - Renewal,Discovery
123210-0,800Do000000xCs6IAE,Manual,"Gordon's Glass, Ltd.",7037688,2022-02-01,2024-01-31,006Do000002QWjpIAG,"2024 - Gordon's Glass, Ltd. - Renewal",Discovery
1233210-0,800Do000000xCs7IAE,Manual,Creative Concepts Flooring Systems,7037689,2021-06-01,2023-05-31,006Do000002QXFPIA4,2023 - Creative Concepts Flooring Systems - Renewal,Discovery
123619-0,800Do000000xCs8IAE,Manual,Mark Cardinal Concrete Construction,7037690,2022-04-01,2024-03-31,006Do000002QX8kIAG,2024 - Mark Cardinal Concrete Construction - Renewal,Discovery
12396-0,800Do000000xCs9IAE,Manual,"Design Glazing Concepts, LLC",7037691,2022-09-01,2024-08-31,006Do000002QXKEIA4,"2024 - Design Glazing Concepts, LLC - Renewal",Discovery
1242978-0,800Do000000xCsAIAU,Manual,"Regional Construction Services, Inc.",7037692,2021-12-01,2023-11-30,006Do000002QXBjIAO,"2023 - Regional Construction Services, Inc. - Renewal",Discovery
124451-0,800Do000000xCsBIAU,Manual,Alliance Welding & Steel Fabricating Inc.,7037693,2021-09-01,2023-08-31,006Do000002QX5uIAG,2023 - Alliance Welding & Steel Fabricating Inc. - Renewal,Discovery
1248652-0,800Do000000xCsCIAU,Manual,"Spiegelberg, Inc.",7037694,2022-09-01,2024-08-31,006Do000002QWc8IAG,"2024 - Spiegelberg, Inc. - Renewal",Discovery
124893-0,800Do000000xCsDIAU,Auto,Tri State Fence,7037695,2023-02-01,2025-01-31,006Do000002QXJHIA4,2025 - Tri State Fence - Renewal,Discovery
1249548-0,800Do000000xCsEIAU,Manual,CRM Excavating,7037696,2022-01-01,2023-12-31,006Do000002QX0UIAW,2024 - CRM Excavating - Renewal,Discovery
1250946-0,800Do000000xCsFIAU,Manual,"Service Electric of Reedsburg II, Inc.",7037697,2021-10-01,2023-09-30,006Do000002QXJIIA4,"2023 - Service Electric of Reedsburg II, Inc. - Renewal",Discovery
1250988-0,800Do000000xCsGIAU,Manual,"Aerial Work Platforms, Inc.",7037698,2021-03-01,2023-02-28,0063i00000JpUsvAAF,"2023-Aerial Work Platforms, Inc.- BB Renewal",Closed Won
1254910-0,800Do000000xCsHIAU,Manual,"All American Air & Electric, Inc.",7037699,2021-04-01,2023-03-31,0063i00000JpVnHAAV,"2023-All American Air & Electric, Inc.- BB Renewal",Proposal
125891-0,800Do000000xCsIIAU,Manual,Manna Distributors,7037700,2022-07-01,2023-06-30,0063i00000JpUjzAAF,2023-Manna Distributors  - BB Renewal,Solution/Value
1262612-0,800Do000000xCsJIAU,Manual,"New Horizon Plumbing, LLC",7037701,2022-07-01,2024-06-30,006Do000002QXEMIA4,"2024 - New Horizon Plumbing, LLC - Renewal",Discovery
1262617-1,800Do000000xCsKIAU,Manual,"Bartlett, Inc.",7037702,2021-09-01,2023-08-31,006Do000002QXMKIA4,"2023 - Bartlett, Inc. - Renewal",Discovery
126702-1,800Do000000xCsLIAU,Auto,Almasi Companies - WBE Sitework & Utility Contractor,7037703,2022-11-01,2024-10-31,006Do000002QXCbIAO,2024 - Almasi Companies - WBE Sitework & Utility Contractor - Renewal,Discovery
1268466-0,800Do000000xCsMIAU,Manual,"Keling Electric, Inc.",7037704,2021-05-01,2023-04-30,0063i00000JpVLOAA3,"2023-Keling Electric, Inc.- BB Renewal",Closed Lost
1273995-0,800Do000000xCsNIAU,Manual,"E. Andre Construction Services, Inc.",7037705,2021-09-01,2023-08-31,006Do000002QXAzIAO,"2023 - E. Andre Construction Services, Inc. - Renewal",Discovery
1274063-0,800Do000000xCsOIAU,Manual,"Red Roc Materials, LLC",7037706,2021-09-01,2023-08-31,006Do000002QXMZIA4,"2023 - Red Roc Materials, LLC - Renewal",Discovery
1274495-0,800Do000000xCsPIAU,Manual,Custom Masonry Corp.,7037707,2021-09-01,2023-08-31,006Do000002QXHGIA4,2023 - Custom Masonry Corp. - Renewal,Discovery
127762-2,800Do000000xCsQIAU,Manual,Reyff Electric Inc.,7037708,2022-01-01,2023-12-31,006Do000002QXMPIA4,2024 - Reyff Electric Inc. - Renewal,Discovery
1279139-0,800Do000000xCsRIAU,Manual,"BH Lath & Plaster, Inc.",7037709,2022-10-01,2023-09-30,006Do000002QX0VIAW,"2023 - BH Lath & Plaster, Inc. - Renewal",Discovery
127936-0,800Do000000xCsSIAU,Manual,"M & M Plastering, Inc.",7037710,2021-09-01,2023-08-31,006Do000002QWhPIAW,"2023 - M & M Plastering, Inc. - Renewal",Discovery
128016-0,800Do000000xCsTIAU,Manual,"Jobsite Products, Inc.",7037711,2021-09-01,2023-08-31,006Do000002QX6DIAW,"2023 - Jobsite Products, Inc. - Renewal",Discovery
1285234-1,800Do000000xCsUIAU,Manual,Re-Create Companies,7037712,2021-08-01,2023-07-31,006Do000002QXJRIA4,2023 - Re-Create Companies - Renewal,Discovery
1291433-0,800Do000000xCsVIAU,Manual,"Pro-Soil Site Services, Inc.",7037713,2021-07-01,2023-06-30,0063i00000JpUuAAAV,"2023-Pro-Soil Site Services, Inc.- BB Renewal",Solution/Value
129490-0,800Do000000xCsWIAU,Auto,"R.G.A. Security Systems, Inc.",7037714,2023-01-01,2023-12-31,006Do000002QX8QIAW,"2024 - R.G.A. Security Systems, Inc. - Renewal",Discovery
130003-1,800Do000000xCsXIAU,Manual,MCS Environmental Services,7037715,2021-03-01,2023-02-28,0063i00000JpVSrAAN,2023-MCS Environmental Services- BB Renewal,Closed Won
1303624-0,800Do000000xCsYIAU,Manual,Heeter Plumbing LLC,7037716,2022-10-01,2024-09-30,006Do000002QXHRIA4,2024 - Heeter Plumbing LLC - Renewal,Discovery
1304566-0,800Do000000xCsZIAU,Manual,"Lam Building Design, LLC",7037717,2022-03-01,2024-02-29,006Do000002QXFaIAO,"2024 - Lam Building Design, LLC - Renewal",Discovery
130630-0,800Do000000xCsaIAE,Manual,American Automatic Sprinkler,7037718,2021-11-01,2023-10-31,006Do000002QXEWIA4,2023 - American Automatic Sprinkler - Renewal,Discovery
131129-0,800Do000000xCsbIAE,Manual,"Danner Construction Co., Inc.",7037719,2022-03-01,2023-02-28,0063i00000JpUZgAAN,"2023-Danner Construction Co., Inc.- BB Renewal",Closed Lost
131719-1,800Do000000xCscIAE,Manual,"Airsouth Mechanical, Inc.",7037720,2021-11-01,2023-10-31,006Do000002QWalIAG,"2023 - Airsouth Mechanical, Inc. - Renewal",Discovery
131734-2,800Do000000xCsdIAE,Auto,JG Development,7037721,2022-11-01,2023-10-31,006Do000002QXLCIA4,2023 - JG Development - Renewal,Discovery
132466-0,800Do000000xCseIAE,Auto,American Glass and Window,7037722,2022-12-01,2024-11-30,006Do000002QX1mIAG,2024 - American Glass and Window - Renewal,Discovery
1339118-1,800Do000000xCsfIAE,Manual,Mason-Cutters,7037723,2021-10-01,2023-09-30,006Do000002QXLlIAO,2023 - Mason-Cutters - Renewal,Discovery
134030-0,800Do000000xCsgIAE,Manual,J. Michael Designs Inc.,7037724,2021-05-01,2023-04-30,0063i00000JpUm8AAF,2023-J. Michael Designs Inc.- BB Renewal,Contract Signed
134421-0,800Do000000xCshIAE,Manual,Westland Heating/Air Conditioning,7037725,2022-03-01,2024-02-29,006Do000002QXKoIAO,2024 - Westland Heating/Air Conditioning - Renewal,Discovery
13515-0,800Do000000xCsiIAE,Manual,Amici Terrazzo LLC,7037726,2022-09-01,2024-08-31,006Do000002QWoVIAW,2024 - Amici Terrazzo LLC - Renewal,Discovery
135260-0,800Do000000xCsjIAE,Auto,"Richardson Steel, Inc.",7037727,2022-11-01,2024-10-31,006Do000002QWmaIAG,"2024 - Richardson Steel, Inc. - Renewal",Discovery
135488-0,800Do000000xCskIAE,Manual,Century Contracting Corp.,7037728,2022-09-01,2024-08-31,006Do000002QXF6IAO,2024 - Century Contracting Corp. - Renewal,Discovery
135725-0,800Do000000xCslIAE,Manual,"Kisha & Tabellion Co., LLC",7037729,2022-09-01,2024-08-31,006Do000002QX63IAG,"2024 - Kisha & Tabellion Co., LLC - Renewal",Discovery
1363926-0,800Do000000xCsmIAE,Manual,Drywall & Framing Investment Group,7037730,2022-09-01,2024-08-31,006Do000002QXLqIAO,2024 - Drywall & Framing Investment Group - Renewal,Discovery
1365255-0,800Do000000xCsnIAE,Manual,Genco Elevator Inc.,7037731,2021-08-01,2023-07-31,006Do000002QXLvIAO,2023 - Genco Elevator Inc. - Renewal,Discovery
136672-0,800Do000000xCsoIAE,Manual,Lake Industrial,7037732,2021-04-01,2023-03-31,0063i00000JpVlOAAV,2023-Lake Industrial- BB Renewal,Proposal
1371-0,800Do000000xCspIAE,Auto,Gator Paving Company,7037733,2023-01-01,2024-12-31,006Do000002QX9lIAG,2025 - Gator Paving - Renewal,Discovery
137178-1,800Do000000xCsqIAE,Manual,Guaranteed Supply Company,7037734,2021-08-01,2023-07-31,006Do000002QXXfIAO,2023 - Guaranteed Supply Company - Renewal,Discovery
1373758-0,800Do000000xCsrIAE,Manual,"Intini Construction Services, Inc.",7037735,2021-12-01,2023-11-30,006Do000002QXGmIAO,"2023 - Intini Construction Services, Inc. - Renewal",Discovery
1373846-1,800Do000000xCssIAE,Manual,J & B Enterprises,7037736,2021-05-01,2023-04-30,0063i00000JpVQcAAN,2023-J & B Enterprises  - BB Renewal,Solution/Value
1374778-0,800Do000000xCstIAE,Manual,"J.M.N. Enterprises, Inc.",7037737,2022-03-01,2024-02-29,006Do000002QXZLIA4,"2024 - J.M.N. Enterprises, Inc. - Renewal",Discovery
137572-0,800Do000000xCsuIAE,Manual,Eastern Marketing Corp.,7037738,2022-03-01,2023-02-28,006Do000002QLqUIAW,Eastern Marketing corp,Closed Won
1375769-0,800Do000000xCsvIAE,Manual,Free Flow Raingutter,7037739,2021-05-01,2023-04-30,0063i00000JpUmeAAF,2023-Free Flow Raingutter- BB Renewal,Contract Signed
1378504-0,800Do000000xCswIAE,Manual,"Albany Fire Protection, Inc.",7037740,2021-05-01,2023-04-30,0063i00000JpVkiAAF,"2023-Albany Fire Protection, Inc.- BB Renewal",Closed Lost
1378706-0,800Do000000xCsxIAE,Auto,Southern Disposal,7037741,2022-12-01,2024-11-30,006Do000002QXUZIA4,2024 - Southern Disposal - Renewal,Discovery
138641-0,800Do000000xCsyIAE,Manual,DJ Insulation Inc.,7037742,2021-05-01,2023-04-30,0063i00000JpUm9AAF,2023-DJ Insulation Inc.- BB Renewal,Contract Signed
1386924-0,800Do000000xCszIAE,Manual,Tricom Plumbing Contractors,7037743,2021-05-01,2023-04-30,0063i00000JpV9IAAV,2023-Tricom Plumbing Contractors- BB Renewal,Solution/Value
13878-0,800Do000000xCt0IAE,Manual,"Tile King, Inc.",7037744,2021-12-01,2023-11-30,006Do000002QXVbIAO,"2023 - Tile King, Inc. - Renewal",Discovery
13889-0,800Do000000xCt1IAE,Manual,"J & L Excavating, Inc.",7037745,2022-01-01,2023-12-31,006Do000002QWzPIAW,"2024 - J & L Excavating, Inc. - Renewal",Discovery
1389879-0,800Do000000xCt2IAE,Manual,"Door Werks, Inc.",7037746,2022-09-01,2024-08-31,006Do000002QXVgIAO,"2024 - Door Werks, Inc. - Renewal",Discovery
1394816-0,800Do000000xCt3IAE,Manual,Capitol Electric Corp.,7037747,2022-10-01,2023-09-30,006Do000002QWyeIAG,2023 - Capitol Electric Corp. - Renewal,Discovery
1395950-0,800Do000000xCt4IAE,Manual,CLARK STEEL FABRICATORS INC,7037748,2021-02-01,2023-01-31,0063i00000JpXoxAAF,2023 - Clark Steel Fabricators Inc - BB Renewal,Closed Won
1398665-27,800Do000000xCt5IAE,Manual,EIS Holdings,7037749,2021-11-01,2023-10-31,006Do000002QXVlIAO,2023_EIS Holdings_Blue Book Renewal,Solution/Value
1401806-0,800Do000000xCt6IAE,Manual,Kilik General Engineering Inc.,7037750,2021-08-01,2023-07-31,006Do000002QXVqIAO,2023 - Kilik General Engineering Inc. - Renewal,Discovery
1401842-0,800Do000000xCt7IAE,Manual,Super Design Center Inc.,7037751,2021-07-01,2023-06-30,0063i00000JpUn7AAF,2023-Super Design Center Inc.- BB Renewal,Solution/Value
140897-0,800Do000000xCt8IAE,Manual,Redi-Wall,7037752,2021-05-01,2023-04-30,0063i00000JpUtlAAF,2023-Redi-Wall- BB Renewal,Contract Signed
1412634-0,800Do000000xCt9IAE,Manual,"Zamora's Electric, Inc.",7037753,2022-03-01,2024-02-29,006Do000002QbYwIAK,"2024 - Zamora's Electric, Inc. - Renewal",Discovery
142058-0,800Do000000xCtAIAU,Manual,Midwest Striping Co.,7037754,2022-04-01,2024-03-31,006Do000002QbarIAC,2024 - Midwest Striping Co. - Renewal,Discovery
14252-0,800Do000000xCtBIAU,Manual,Hoffmann Glass,7037755,2021-06-01,2023-05-31,0063i00000JpVkoAAF,2023-Hoffmann Glass- BB Renewal,Solution/Value
142589-0,800Do000000xCtCIAU,Auto,"Louis L. Buttermark & Sons, Inc.",7037756,2023-01-01,2024-12-31,006Do000002QbTLIA0,"2025 - Louis L. Buttermark & Sons, Inc. - Renewal",Discovery
1428453-0,800Do000000xCtDIAU,Manual,NY Sheet Metal Corp.,7037757,2021-06-01,2023-05-31,0063i00000JpVYaAAN,2023-NY Sheet Metal Corp.- BB Renewal,Solution/Value
143819-0,800Do000000xCtEIAU,Manual,Winelco Inc.,7037758,2021-09-01,2023-08-31,006Do000002QbXGIA0,2023 - Winelco Inc. - Renewal,Discovery
144034-2,800Do000000xCtFIAU,Manual,ARI/ Tate Access Floors,7037759,2021-09-01,2023-08-31,006Do000002QbMiIAK,2023 - ARI/ Tate Access Floors - Renewal,Discovery
1440923-0,800Do000000xCtGIAU,Manual,"Cool Solutions Manufacturing, Inc.",7037760,2021-09-01,2023-08-31,006Do000002QbasIAC,"2023 - Cool Solutions Manufacturing, Inc. - Renewal",Discovery
144437-0,800Do000000xCtHIAU,Auto,Action Asphalt LLC,7037761,2022-11-01,2024-10-31,006Do000002QbI1IAK,2024 - Action Asphalt LLC - Renewal,Discovery
1446535-0,800Do000000xCtIIAU,Manual,"Pasadena Street Engineering, Inc.",7037762,2022-01-01,2023-12-31,006Do000002QYP8IAO,"2024 - Pasadena Street Engineering, Inc. - Renewal",Discovery
145690-3,800Do000000xCtJIAU,Manual,"Armistead Mechanical, Inc.",7037763,2022-01-01,2023-12-31,006Do000002QbcTIAS,"2024 - Armistead Mechanical, Inc. - Renewal",Discovery
145892-0,800Do000000xCtKIAU,Manual,Pastrimas Painting Co.,7037764,2021-12-01,2023-11-30,006Do000002QbcYIAS,2023 - Pastrimas Painting Co. - Renewal,Discovery
1464588-0,800Do000000xCtLIAU,Manual,Expert Painting & Drywall,7037765,2021-09-01,2023-08-31,006Do000002QbcdIAC,2023 - Expert Painting & Drywall - Renewal,Discovery
1473393-0,800Do000000xCtMIAU,Manual,L & M Mechanical,7037766,2021-07-01,2023-06-30,0063i00000JpUmLAAV,2023-L & M Mechanical- BB Renewal,Solution/Value
147830-0,800Do000000xCtNIAU,Manual,"Tropic Window Tinting, LLC",7037767,2022-09-01,2024-08-31,006Do000002QbbqIAC,"2024 - Tropic Window Tinting, LLC - Renewal",Discovery
148011-0,800Do000000xCtOIAU,Manual,Network Interiors Inc.,7037768,2022-01-01,2023-12-31,006Do000002QbciIAC,2024 - Network Interiors Inc. - Renewal,Discovery
148401-0,800Do000000xCtPIAU,Manual,"R & L Acoustics, Inc.",7037769,2022-09-01,2024-08-31,006Do000002QbcsIAC,"2024 - R & L Acoustics, Inc. - Renewal",Discovery
1488363-0,800Do000000xCtQIAU,Auto,Pathway Communications Ltd.,7037770,2022-11-01,2023-10-31,006Do000002QbXyIAK,2023 - Pathway Communications Ltd. - Renewal,Discovery
149051-0,800Do000000xCtRIAU,Manual,Ashby Fuel Oil Corp.,7037771,2021-08-01,2023-07-31,006Do000002Qay5IAC,2023 - Ashby Fuel Oil Corp. - Renewal,Discovery
1496984-0,800Do000000xCtSIAU,Manual,Ameri Glass & Aluminum,7037772,2021-12-01,2023-11-30,006Do000002QbUBIA0,2023 - Ameri Glass & Aluminum - Renewal,Discovery
1497071-0,800Do000000xCtTIAU,Manual,"ARC Interior Construction, Inc.",7037773,2021-04-01,2023-03-31,0063i00000JpVWCAA3,"2023-ARC Interior Construction, Inc.- BB Renewal",Closed Won
149748-0,800Do000000xCtUIAU,Auto,Abacus Sports Installations Ltd.,7037774,2023-01-01,2024-12-31,006Do000002QbdRIAS,2025 - Abacus Sports Installations Ltd. - Renewal,Discovery
150617-0,800Do000000xCtVIAU,Manual,"Apple Valley Construction Co., Inc.",7037775,2022-01-01,2023-12-31,006Do000002QalTIAS,"2024 - Apple Valley Construction Co., Inc. - Renewal",Discovery
1506914-0,800Do000000xCtWIAU,Manual,Burning River Lifts & Elevators,7037776,2022-09-01,2024-08-31,006Do000002QanrIAC,2024 - Burning River Lifts & Elevators - Renewal,Discovery
151776-0,800Do000000xCtXIAU,Manual,"G.H. Nitzel, Inc.",7037777,2021-09-01,2023-08-31,006Do000002QbGYIA0,"2023 - G.H. Nitzel, Inc. - Renewal",Discovery
151888-0,800Do000000xCtYIAU,Manual,Gerhard Electric,7037778,2021-10-01,2023-09-30,006Do000002QbNuIAK,2023 - Gerhard Electric - Renewal,Discovery
1534969-0,800Do000000xCtZIAU,Manual,Swank Construction Co. LLC,7037779,2021-03-01,2023-02-28,0063i00000JpURbAAN,2023-Swank Construction Co. LLC- BB Renewal,Closed Won
153547-0,800Do000000xCtaIAE,Manual,Bartons Plumbing,7037780,2022-10-01,2024-09-30,006Do000002QbQoIAK,2024 - Bartons Plumbing - Renewal,Discovery
1536924-0,800Do000000xCtbIAE,Auto,Axcess Industries,7037781,2022-11-01,2024-10-31,006Do000002QbdWIAS,2024 - Axcess Industries - Renewal,Discovery
1537126-0,800Do000000xCtcIAE,Manual,"Eco Tec Insulation, Inc.",7037782,2022-08-01,2023-07-31,006Do000002QbXKIA0,"2023 - Eco Tec Insulation, Inc. - Renewal",Discovery
