Account_Seq_Number__c,Id,Renewal_Mode__c,Account_Name__c,ContractNumber,StartDate,EndDate,SBQQ__RenewalOpportunity__r.Name,SBQQ__RenewalOpportunity__r.StageName
312864-1,800Do000000xDpRIAU,Manual,"Basically Blinds, LLC",7041367,2022-08-01,2024-07-31,"2024 - Basically Blinds, LLC - Renewal",Discovery
313406-0,800Do000000xDpSIAU,Manual,John J. Moroney & Co.,7041368,2021-09-01,2023-08-31,2023 - John J. Moroney & Co. - Renewal,Discovery
313611-0,800Do000000xDpTIAU,Manual,J.T. Mitchell's Glass & Mirror,7041369,2021-10-01,2023-09-30,2023 - J.T. Mitchell's Glass & Mirror - Renewal,Discovery
3142732-0,800Do000000xDpUIAU,Auto,DARIO LENARDUZZI TERRAZZO,7041370,2023-11-01,2025-10-31,2023 - Dario Lenarduzzi Terrazzo - Dodge Renewal,Solution/Value
3160255-0,800Do000000xDpVIAU,Manual,"E-Star Roofing Services, Inc.",7041371,2021-08-01,2023-07-31,"2023 - E-Star Roofing Services, Inc. - Renewal",Discovery
316807-1,800Do000000xDpWIAU,Manual,Regulatory Compliance Management (RCM),7041372,2022-01-01,2023-12-31,2024 - Regulatory Compliance Management (RCM) - Renewal,Discovery
317159-1,800Do000000xDpYIAU,Manual,PK Mechanical Services LLC,7041374,2021-09-01,2023-08-31,2023 - PK Mechanical Services LLC - Renewal,Discovery
3173627-0,800Do000000xDpaIAE,Manual,Butler Flooring Services,7041376,2021-03-01,2023-02-28,2023-Butler Flooring Services- BB Renewal,Closed Lost
3175255-0,800Do000000xDpbIAE,Manual,E.J. Willman & Sons Plumbing,7041377,2021-04-01,2023-03-31,2023-E.J. Willman & Sons Plumbing- BB Renewal,Contract Signed
3175645-0,800Do000000xDpcIAE,Manual,"Beacon Electric Service, Inc.",7041378,2021-03-01,2023-02-28,"2023-Beacon Electric Service, Inc.- BB Renewal",Closed Won
317975-0,800Do000000xDpfIAE,Manual,Creative Window Solutions,7041381,2021-10-01,2023-09-30,2023 - Creative Window Solutions - Renewal,Discovery
318352-0,800Do000000xDphIAE,Manual,"Martin Acoustics, LLC",7041383,2022-09-01,2024-08-31,"2024 - Martin Acoustics, LLC - Renewal",Discovery
4177017-0,800Do000000xDpkIAE,Manual,BlackCoffee Fabricators,7041384,2021-03-01,2023-02-28,2023 BlackCoffee Fabricators BB Renewal,Closed Won
417864-0,800Do000000xDplIAE,Auto,"Gianarelli, Inc.",7041385,2023-02-01,2025-01-31,"2025 - Gianarelli, Inc. - Renewal",Discovery
4179207-1,800Do000000xDpmIAE,Manual,Ad Art Sign Co.,7041386,2021-09-01,2023-08-31,2023 - Ad Art Sign Co. - Renewal,Discovery
4184446-0,800Do000000xDpoIAE,Manual,10X S L L C,7041388,2022-03-01,2024-02-29,2024 - 10X S L L C - Renewal,Discovery
41866-0,800Do000000xDppIAE,Manual,"Lanmor Services, Inc.",7041389,2021-04-01,2023-03-31,"2023-Lanmor Services, Inc.- BB Renewal",Closed Won
4192704-0,800Do000000xDpsIAE,Manual,Executive Building Systems,7041392,2022-08-01,2024-07-31,2024 - Executive Building Systems - Renewal,Discovery
4193286-0,800Do000000xDptIAE,Auto,"Sideline Painting, Inc.",7041393,2023-02-01,2025-01-31,"2023-Sideline Painting, Inc.- BB Renewal",Closed Won
419698-0,800Do000000xDpuIAE,Manual,Texas Roofing Co.,7041394,2022-03-01,2023-02-28,2023-Texas Roofing Co.- BB Renewal,Closed Lost
4199322-1,800Do000000xDpwIAE,Manual,The Rinaldi Group LLC,7041396,2022-03-01,2024-02-29,2024 - The Rinaldi Group LLC - Renewal,Discovery
4209436-0,800Do000000xDpxIAE,Manual,Windsor Underground LLC,7041397,2021-06-01,2023-05-31,2023-Windsor Underground LLC- BB Renewal,Solution/Value
420969-0,800Do000000xDpyIAE,Auto,"J.R. Land, Inc.",7041398,2023-01-01,2024-12-31,"2025 - J.R. Land, Inc. - Renewal",Discovery
421093-0,800Do000000xDpzIAE,Manual,"Elite Restoration, Inc.",7041399,2022-09-01,2024-08-31,"2024 - Elite Restoration, Inc. - Renewal",Discovery
421264-0,800Do000000xDq0IAE,Manual,"Peake Asphalt, Inc.",7041400,2021-10-01,2023-09-30,"2023 - Peake Asphalt, Inc. - Renewal",Discovery
421344-0,800Do000000xDq2IAE,Manual,Los Angeles Air Balance Co.,7041402,2022-09-01,2024-08-31,2024 - Los Angeles Air Balance Co. - Renewal,Discovery
421539-4,800Do000000xDq4IAE,Manual,Advanced Door Service,7041404,2022-09-01,2023-08-31,2023 - Advanced Door Service - Renewal,Discovery
4215833-0,800Do000000xDq5IAE,Manual,"Acoustic Solutions, Inc.",7041405,2022-09-01,2024-08-31,"2024 - Acoustic Solutions, Inc. - Renewal",Discovery
4219861-1,800Do000000xDq8IAE,Manual,"Complete Fire Protection, Inc.",7041408,2021-08-01,2023-07-31,"2023 - Complete Fire Protection, Inc. - Renewal",Discovery
4220380-0,800Do000000xDqAIAU,Manual,Gem Electrical Contracting LLC,7041410,2021-08-01,2023-07-31,2023 - Gem Electrical Contracting LLC - Renewal,Discovery
4223739-0,800Do000000xDqFIAU,Manual,"G N A Electric, Inc.",7041415,2021-04-01,2023-03-31,"2023-G N A Electric, Inc.- BB Renewal",Proposal
422676-0,800Do000000xDqGIAU,Manual,"Summit Building Services, LLC",7041416,2021-06-01,2023-05-31,"2023-Summit Building Services, LLC- BB Renewal",Solution/Value
4228363-0,800Do000000xDqHIAU,Manual,Nissim Painting Inc.,7041417,2021-04-01,2023-03-31,,
422959-0,800Do000000xDqIIAU,Manual,"Rieth-Riley Construction Co., Inc.",7041418,2022-01-01,2023-12-31,"2024 - Rieth-Riley Construction Co., Inc. - Renewal",Discovery
4230504-0,800Do000000xDqJIAU,Manual,D H R Painting,7041419,2021-05-01,2023-04-30,2023-D H R Painting                                                   - BB Renewal,Solution/Value
4234933-0,800Do000000xDqLIAU,Manual,Walker Plumbing,7041421,2021-11-01,2023-10-31,2023 - Walker Plumbing - Renewal,Discovery
4234977-0,800Do000000xDqMIAU,Manual,"ACH Plumbing, Inc.",7041422,2021-07-01,2023-06-30,"2023-ACH Plumbing, Inc.- BB Renewal",Solution/Value
424125-0,800Do000000xDqQIAU,Manual,VU Window Treatments by Verticals Unlimited,7041426,2021-08-01,2023-07-31,2023 - VU Window Treatments by Verticals Unlimited - Renewal,Discovery
4249622-0,800Do000000xDqSIAU,Manual,Ultimate Drywall Inc.,7041428,2022-09-01,2024-08-31,2024 - Ultimate Drywall Inc. - Renewal,Discovery
425411-0,800Do000000xDqTIAU,Auto,"Air-Tite Foam Insulation, LLC",7041429,2022-11-01,2023-10-31,"2023 - Air-Tite Foam Insulation, LLC - Renewal",Discovery
4259341-0,800Do000000xDqYIAU,Manual,Burch Engineering & Construction,7041434,2022-07-01,2024-06-30,2024 - Burch Engineering & Construction - Renewal,Discovery
4263474-0,800Do000000xDqaIAE,Manual,Star Heating & Cooling LLC,7041436,2021-11-01,2023-10-31,2023 - Star Heating & Cooling LLC - Renewal,Discovery
4266261-0,800Do000000xDqcIAE,Manual,Grace Builders International,7041438,2022-01-01,2023-12-31,2024 - Grace Builders International - Renewal,Discovery
426805-0,800Do000000xDqdIAE,Manual,Jiffy John Inc.,7041439,2021-05-01,2023-04-30,2023-Jiffy John Inc.- BB Renewal,Solution/Value
4271884-0,800Do000000xDqeIAE,Manual,"VK Jensen Enterprises, Inc.",7041440,2022-04-01,2023-03-31,"2023-VK Jensen Enterprises, Inc.- BB Renewal",Closed Won
4279772-0,800Do000000xDqiIAE,Auto,Complete Construction Site Management Co.,7041444,2023-01-01,2024-12-31,2025 - Complete Construction Site Management Co. - Renewal,Discovery
4282462-0,800Do000000xDqjIAE,Manual,"Earthwise Environmental, Inc.",7041445,2021-11-01,2023-10-31,"2023 - Earthwise Environmental, Inc. - Renewal",Discovery
428318-0,800Do000000xDqkIAE,Manual,"Sunrise Landscape, Inc.",7041446,2021-04-01,2023-03-31,"2023-Sunrise Landscape, Inc.- BB Renewal",Closed Won
428327-1,800Do000000xDqlIAE,Manual,Johnson Hydro Seeding Corp.,7041447,2021-10-01,2023-09-30,2023 - Johnson Hydro Seeding Corp. - Renewal,Discovery
4288284-0,800Do000000xDqnIAE,Manual,CLEAR ADVANTAGE LIGHTING,7041449,2022-03-01,2023-02-28,2023 - Clear Advantage Lighting - Dodge-BB Renewal,Contract Acceptance
4290330-0,800Do000000xDqoIAE,Manual,Feldkamp Design Build,7041450,2022-08-01,2024-07-31,2024 - Feldkamp Design Build - Renewal,Discovery
429269-0,800Do000000xDqsIAE,Auto,"Spartan Concrete & Asphalt Cutting, Inc.",7041454,2022-12-01,2023-11-30,"2023 - Spartan Concrete & Asphalt Cutting, Inc. - Renewal",Discovery
4298677-0,800Do000000xDqtIAE,Manual,ICS Technology Group,7041455,2021-05-01,2023-04-30,2023-ICS Technology Group- BB Renewal,Solution/Value
4299087-0,800Do000000xDquIAE,Manual,Universal Awning & Sign,7041456,2022-08-01,2024-07-31,2024 - Universal Awning & Sign - Renewal,Discovery
430466-0,800Do000000xDqyIAE,Manual,All Island Tile Inc.,7041460,2022-07-01,2024-06-30,2024 - All Island Tile Inc. - Renewal,Discovery
430645-1,800Do000000xDr0IAE,Auto,"John Joseph, Inc.",7041462,2023-01-01,2024-12-31,"2025 - John Joseph, Inc. - Renewal",Discovery
430656-0,800Do000000xDr1IAE,Manual,"Cronen Plumbing & Heating, Inc.",7041463,2022-02-01,2024-01-31,"2024 - Cronen Plumbing & Heating, Inc. - Renewal",Discovery
430773-0,800Do000000xDr2IAE,Auto,"Mr. Excavator, Inc.",7041464,2023-02-01,2025-01-31,"2025 - Mr. Excavator, Inc. - Renewal",Discovery
4308855-0,800Do000000xDr3IAE,Manual,Elite Metal Framing & Gypsum Underlayments,7041465,2021-04-01,2023-03-31,2023 - Elite Metal Framing & Gypsum Underlayments - Renewal,Verbal Acceptance
4309804-0,800Do000000xDr4IAE,Manual,Trimble,7041466,2022-01-01,2023-12-31,2024 - Trimble - Renewal,Discovery
4311452-0,800Do000000xDr5IAE,Manual,"J & A Glass, Inc.",7041467,2021-07-01,2023-06-30,"2023-J & A Glass, Inc.- BB Renewal",Solution/Value
4312372-0,800Do000000xDr6IAE,Manual,"Associated Concrete Coatings, LLC",7041468,2021-07-01,2023-06-30,"2023 - Associated Concrete Coatings, LLC - Renewal",Discovery
4312440-0,800Do000000xDr7IAE,Manual,"EDM, LLC",7041469,2021-08-01,2023-07-31,"2023 - EDM, LLC - Renewal",Discovery
4315659-0,800Do000000xDr8IAE,Manual,"Gervais Mechanical Services, LLC",7041470,2022-03-01,2023-02-28,2023-Gervais Plumbing & Heating Inc.- BB Renewal,Closed Lost
4322939-0,800Do000000xDrAIAU,Auto,Velocity Mechanical Inc.,7041472,2022-11-01,2024-10-31,2023 - Velocity Mechancial - Dodge Renewal,Solution/Value
4325658-1,800Do000000xDrBIAU,Manual,"Lahita Engineering, LLC",7041473,2021-04-01,2023-03-31,"2023-Lahita Engineering, LLC- BB Renewal",Closed Won
4327567-1,800Do000000xDrCIAU,Manual,Joe's General Contracting,7041474,2022-09-01,2024-08-31,2024 - Joe's General Contracting - Renewal,Discovery
433847-0,800Do000000xDrFIAU,Manual,"ABC Construction Co., Inc.",7041477,2022-03-01,2023-02-28,"2023-ABC Construction Co., Inc.- BB Renewal",Closed Lost
435195-0,800Do000000xDrHIAU,Manual,"Innovative Mechanical Group, Inc.",7041479,2022-01-01,2023-12-31,"2024 - Innovative Mechanical Group, Inc. - Renewal",Discovery
435348-0,800Do000000xDrIIAU,Manual,Grade-Rite Construction,7041480,2022-04-01,2024-03-31,2024 - Grade-Rite Construction - Renewal,Discovery
4358346-1,800Do000000xDrJIAU,Manual,"Bardo Cox & Miller, Inc.",7041481,2021-11-01,2023-10-31,"2023 - Bardo Cox & Miller, Inc. - Renewal",Discovery
435941-0,800Do000000xDrKIAU,Manual,DeSign Group Signage Corp.,7041482,2021-09-01,2023-08-31,2023 - DeSign Group Signage Corp. - Renewal,Discovery
436326-0,800Do000000xDrMIAU,Manual,"Suburban Terrazzo, Inc.",7041484,2021-11-01,2023-10-31,"2023 - Suburban Terrazzo, Inc. - Renewal",Discovery
436453-0,800Do000000xDrOIAU,Manual,JMW Carpet and Flooring Inc.,7041486,2021-11-01,2023-10-31,2023 - JMW Carpet and Flooring Inc. - Renewal,Discovery
436979-1,800Do000000xDrQIAU,Manual,Kemikoating Surfaces,7041488,2022-01-01,2023-12-31,2024 - Kemikoating Surfaces - Renewal,Discovery
437247-0,800Do000000xDrRIAU,Manual,Concrete Cleaning Inc.,7041489,2022-03-01,2023-02-28,2023-Concrete Cleaning Inc.- BB Renewal,Closed Won
438298-0,800Do000000xDrSIAU,Manual,"North Florida Glass & Aluminum, Inc.",7041490,2022-07-01,2024-06-30,"2024 - North Florida Glass & Aluminum, Inc. - Renewal",Discovery
4390572-0,800Do000000xDrTIAU,Manual,"Stellar Energy Solutions, LLC",7041491,2021-11-01,2023-10-31,"2023 - Stellar Energy Solutions, LLC - Renewal",Discovery
441553-0,800Do000000xDrVIAU,Manual,Key Painting & Decorating Co.,7041493,2021-04-01,2023-03-31,2023-Key Painting & Decorating Co.- BB Renewal,Solution/Value
441731-0,800Do000000xDrYIAU,Manual,Keystone Refrigeration,7041496,2022-01-01,2023-12-31,2024 - Keystone Refrigeration - Renewal,Discovery
4417877-0,800Do000000xDrZIAU,Manual,Rock Solid Building Services,7041497,2021-10-01,2023-09-30,2023 - Rock Solid Building Services - Renewal,Discovery
442185-0,800Do000000xDraIAE,Manual,Handel & Son Elevator/Lift Co.,7041498,2022-03-01,2024-02-29,2024 - Handel & Son Elevator/Lift Co. - Renewal,Discovery
4422193-0,800Do000000xDrbIAE,Manual,Advance Contracting & Electrical Service,7041499,2022-01-01,2023-12-31,2024 - Advance Contracting & Electrical Service - Renewal,Discovery
442654-0,800Do000000xDreIAE,Manual,"Positive Painting, Inc.",7041502,2021-12-01,2023-11-30,"2023 - Positive Painting, Inc. - Renewal",Discovery
443479-0,800Do000000xDrfIAE,Manual,"Moreno & Associates, Inc.",7041503,2021-06-01,2023-05-31,"2023 - Moreno & Associates, Inc. - Renewal",Discovery
443785-0,800Do000000xDrgIAE,Manual,"King Mechanical Installations, Inc.",7041504,2022-03-01,2024-02-29,"2024 - King Mechanical Installations, Inc. - Renewal",Discovery
444385-0,800Do000000xDriIAE,Manual,"W.E. Kingswell, Inc.",7041506,2022-04-01,2023-03-31,,
4444073-0,800Do000000xDrjIAE,Auto,"Harry's Carpets, Inc.",7041507,2022-11-01,2023-10-31,"2023 - Harry's Carpets, Inc. - Renewal",Discovery
444425-0,800Do000000xDrkIAE,Manual,Mid State Welding Inc.,7041508,2021-06-01,2023-05-31,2023 - Mid State Welding Inc. - Renewal,Proposal
444598-1,800Do000000xDrlIAE,Manual,"E.C. Contracting, Inc.",7041509,2021-04-01,2023-03-31,"2023 - E.C. Contracting, Inc. - Renewal",Discovery
4446400-0,800Do000000xDrmIAE,Manual,Greenway Property Services,7041510,2021-12-01,2023-11-30,2023 - Greenway Property Services - Renewal,Discovery
4447084-0,800Do000000xDrpIAE,Manual,"T.L. Hart, Inc.",7041513,2022-03-01,2023-02-28,"2023-T.L. Hart, Inc.- BB Renewal",Closed Won
4459190-0,800Do000000xDruIAE,Manual,"GreenWall Tech, Inc.",7041518,2021-08-01,2023-07-31,"2023 - GreenWall Tech, Inc. - Renewal",Discovery
4460172-0,800Do000000xDrvIAE,Manual,ESI Construction Inc.,7041519,2022-10-01,2023-09-30,2023 - ESI Construction Inc. - Renewal,Discovery
446390-0,800Do000000xDrxIAE,Manual,"L & L Enterprises, Inc.",7041521,2022-03-01,2024-02-29,"2024 - L & L Enterprises, Inc. - Renewal",Discovery
4464237-0,800Do000000xDryIAE,Manual,McMahon Masonry Restoration Ltd.,7041522,2022-10-01,2024-09-30,2024 - McMahon Masonry Restoration Ltd. - Renewal,Discovery
446824-0,800Do000000xDrzIAE,Manual,Oui Oui Enterprises Ltd.,7041523,2022-10-01,2024-09-30,2024 - Oui Oui Enterprises Ltd. - Renewal,Discovery
4473811-0,800Do000000xDs0IAE,Manual,Landscape Professionals of Texas,7041524,2021-05-01,2023-04-30,2023-Landscape Professionals of Texas- BB Renewal,Solution/Value
4474450-0,800Do000000xDs1IAE,Auto,Landmark Electric Inc.,7041525,2023-01-01,2024-12-31,2025 - Landmark Electric Inc. - Renewal,Discovery
4478304-1,800Do000000xDs3IAE,Manual,"Hosanna Building Contractors, Inc.",7041527,2021-04-01,2023-03-31,"2023-Hosanna Building Contractors, Inc.- BB Renewal",Closed Won
4479767-0,800Do000000xDs4IAE,Manual,"Liberty Building Technologies, Inc.",7041528,2022-02-01,2024-01-31,"2024 - Liberty Building Technologies, Inc. - Renewal",Discovery
4480685-0,800Do000000xDs5IAE,Auto,Texas Saffire LLC,7041529,2023-02-01,2025-01-31,2023-Texas Saffire LLC- BB Renewal,Closed Won
4486582-0,800Do000000xDs7IAE,Manual,ForeverLawn Bellevue,7041531,2021-10-01,2023-09-30,2023 - ForeverLawn Bellevue - Renewal,Discovery
4493900-0,800Do000000xDsCIAU,Auto,Weinstein Supply,7041536,2022-11-01,2023-10-31,2023 - Weinstein Supply - Renewal,Discovery
449777-1,800Do000000xDsDIAU,Manual,Hoffman Electronic Systems,7041537,2022-04-01,2024-03-31,2024 - Hoffman Electronic Systems - Renewal,Discovery
449930-0,800Do000000xDsEIAU,Manual,"San Joaquin Glass of Merced, Inc.",7041538,2022-09-01,2024-08-31,"2024 - San Joaquin Glass of Merced, Inc. - Renewal",Discovery
4503188-1,800Do000000xDsGIAU,Manual,Olde World Walls & Ceilings,7041540,2022-01-01,2023-12-31,2024 - Olde World Walls & Ceilings - Renewal,Discovery
4503248-0,800Do000000xDsHIAU,Manual,Hardy Underground Utilities LLC,7041541,2021-04-01,2023-03-31,2023-Hardy Underground Utilities LLC- BB Renewal,Discovery
450801-0,800Do000000xDsJIAU,Manual,Suburban Laminating,7041543,2021-09-01,2023-08-31,2023 - Suburban Laminating - Renewal,Discovery
4509960-0,800Do000000xDsKIAU,Manual,Fresno Glass LLC,7041544,2021-10-01,2023-09-30,2023 - Fresno Glass LLC - Renewal,Discovery
4518357-0,800Do000000xDsMIAU,Manual,Pat's Plumbing,7041546,2021-03-01,2023-02-28,2023-Pat's Plumbing- BB Renewal,Closed Won
4520859-0,800Do000000xDsNIAU,Manual,"Chemref Services, Inc.",7041547,2021-03-01,2023-02-28,"2023-Chemref Services, Inc.- BB Renewal",Closed Won
4521319-1,800Do000000xDsOIAU,Manual,"Royal Kim Maintenance, Inc.",7041548,2022-07-01,2023-06-30,"2023-Royal Kim Maintenance, Inc.- BB Renewal",Solution/Value
319219-0,800Do000000xDxxIAE,Auto,SEECO Consultants Inc.,7041898,2023-01-01,2024-12-31,2023 - Seeco Consultants Inc - Dodge Renewal,Solution/Value
45337-0,800Do000000xDy2IAE,Auto,"Ceramic Tile Remodeling Co., Inc.",7042080,2023-01-01,2024-12-31,"2025 - Ceramic Tile Remodeling Co., Inc. - Renewal",Discovery
319912-0,800Do000000xDy3IAE,Manual,Complete Building Products,7041899,2022-01-01,2023-12-31,2024 - Complete Building Products - Renewal,Discovery
320041-0,800Do000000xDy4IAE,Auto,"Lone Star Fire Sprinkler, Inc.",7041900,2023-01-01,2024-12-31,"2025 - Lone Star Fire Sprinkler, Inc. - Renewal",Discovery
320062-0,800Do000000xDy5IAE,Manual,J & L Doors,7041901,2022-01-01,2023-12-31,2024 - J & L Doors - Renewal,Discovery
320409-0,800Do000000xDy7IAE,Manual,"MKE IRON ERECTORS, INC",7041903,2021-06-01,2023-05-31,"2023 - Mke Iron Erectors, Inc - Dodge Renewal",Discovery
3217020-0,800Do000000xDy8IAE,Manual,Keller Paving & Landscaping,7041904,2021-12-01,2023-11-30,2023 - Keller Paving & Landscaping - Renewal,Discovery
323476-0,800Do000000xDy9IAE,Auto,Underground Utilities Incorporated,7041905,2023-02-01,2025-01-31,2025 - Underground Utilities Incorporated - Renewal,Discovery
324527-1,800Do000000xDyBIAU,Manual,Quality Fence & Welding,7041907,2021-12-01,2023-11-30,2023 - Quality Fence & Welding - Renewal,Discovery
325041-0,800Do000000xDyDIAU,Manual,Capital Awning Co.,7041909,2021-09-01,2023-08-31,2023 - Capital Awning Co. - Renewal,Discovery
3252837-0,800Do000000xDyFIAU,Manual,Gannon Construction Services,7041911,2021-09-01,2023-08-31,2023 - Gannon Construction Services - Renewal,Discovery
3256114-0,800Do000000xDyHIAU,Manual,"Northeast Heating, Cooling & Refrigeration",7041913,2022-09-01,2023-08-31,"2023 - Northeast Heating, Cooling & Refrigeration - Renewal",Discovery
32584-0,800Do000000xDyIIAU,Manual,A OK Services,7041914,2021-10-01,2023-09-30,2023 - A OK Services - Renewal,Discovery
326111-0,800Do000000xDyJIAU,Manual,"HTI Contractors Highland Turf, Inc.",7041915,2022-01-01,2023-12-31,"2024 - HTI Contractors Highland Turf, Inc. - Renewal",Discovery
326191-0,800Do000000xDyKIAU,Manual,Infinity Painting Inc.,7041916,2021-03-01,2023-02-28,2023-Infinity Painting Inc.- BB Renewal,Closed Lost
326355-1,800Do000000xDyLIAU,Manual,Green Growth Industries Inc.,7041917,2021-06-01,2023-05-31,2023-Green Growth Industries Inc.- BB Renewal,Solution/Value
3264806-0,800Do000000xDyMIAU,Manual,"Allied Industrial Coatings, Inc.",7041918,2021-07-01,2023-06-30,"2023-Allied Industrial Coatings, Inc.- BB Renewal",Solution/Value
327209-0,800Do000000xDyOIAU,Manual,Icon Interiors Inc.,7041920,2022-09-01,2024-08-31,2024 - Icon Interiors Inc. - Renewal,Discovery
3275349-0,800Do000000xDyPIAU,Manual,Lewis Roofing & Construction,7041921,2022-03-01,2024-02-29,2024 - Lewis Roofing & Construction - Renewal,Discovery
328382-0,800Do000000xDySIAU,Manual,"KMI International, Inc.",7041924,2022-10-01,2023-09-30,"2023 - KMI International, Inc. - Renewal",Discovery
329095-0,800Do000000xDyUIAU,Manual,Root's Floors,7041926,2021-03-01,2023-02-28,2023-Root's Floors- BB Renewal,Closed Won
329331-0,800Do000000xDyVIAU,Manual,"Pence Construction, Inc.",7041927,2021-05-01,2023-04-30,"2023-Pence Construction, Inc.- BB Renewal",Discovery
3295969-0,800Do000000xDyXIAU,Auto,Aftermath Roofing Co.,7041929,2023-01-01,2024-12-31,2025 - Aftermath Roofing Co. - Renewal,Discovery
329984-0,800Do000000xDyaIAE,Manual,"First Capital Insulation, Inc.",7041932,2022-10-01,2023-09-30,"2023 - First Capital Insulation, Inc. - Renewal",Discovery
331333-0,800Do000000xDycIAE,Manual,Murray Drywall Corp.,7041934,2022-03-01,2024-02-29,2024 - Murray Drywall Corp. - Renewal,Discovery
332131-0,800Do000000xDyfIAE,Manual,Integrity Floors,7041937,2022-02-01,2024-01-31,2024 - Integrity Floors - Renewal,Discovery
333079-0,800Do000000xDyhIAE,Manual,Southwest Lath & Plaster,7041939,2022-05-01,2024-04-30,2024 - Southwest Lath & Plaster - Renewal,Discovery
333332-0,800Do000000xDyiIAE,Manual,"Custom Spray Systems, Inc.",7041940,2021-08-01,2023-07-31,,
333635-0,800Do000000xDyjIAE,Auto,"Delta-E Foam Construction, Inc.",7041941,2023-02-01,2025-01-31,"2023-Delta-E Foam Construction, Inc.- BB Renewal",Closed Won
